word,times,first_date,last_date,first_president,last_president
experimentation,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
experiments,2,1853-03-04,1909-03-04,Franklin Pierce,William Howard Taft
experts,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
expiration,2,1821-03-04,1865-03-04,James Monroe,Abraham Lincoln
expiring,1,1821-03-04,1821-03-04,James Monroe,James Monroe
explain,2,1817-03-04,1829-03-04,James Monroe,Andrew Jackson
explained,1,1821-03-04,1821-03-04,James Monroe,James Monroe
explaining,1,1817-03-04,1817-03-04,James Monroe,James Monroe
explanation,2,1821-03-04,1909-03-04,James Monroe,William Howard Taft
explicit,1,1841-04-09,1841-04-09,John Tyler,John Tyler
explicitly,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
exploded,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
exploit,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
exploitation,2,1929-03-04,1949-01-20,Herbert Hoover,Harry S. Truman
exploits,3,1813-03-04,1913-03-04,James Madison,Woodrow Wilson
explore,2,1961-01-20,1969-01-20,John F. Kennedy,Richard Nixon
explored,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
exploring,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
export,1,1821-03-04,1821-03-04,James Monroe,James Monroe
exportation,2,1821-03-04,1929-03-04,James Monroe,Herbert Hoover
exports,2,1873-03-04,1881-03-04,Ulysses S. Grant,James A. Garfield
expose,3,1817-03-04,2005-01-20,James Monroe,George W. Bush
exposed,4,1797-03-04,1841-03-04,John Adams,William Henry Harrison
exposing,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
exposition,4,1825-03-04,1853-03-04,John Quincy Adams,Franklin Pierce
expositions,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
exposure,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
expounded,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
express,17,1793-03-04,1989-01-20,George Washington,George Bush
expressed,11,1797-03-04,1925-03-04,John Adams,Calvin Coolidge
expresses,2,1789-04-30,1953-01-20,George Washington,Dwight D. Eisenhower
expressing,5,1817-03-04,1921-03-04,James Monroe,Warren G. Harding
expression,17,1817-03-04,1989-01-20,James Monroe,George Bush
expressly,5,1841-03-04,1869-03-04,William Henry Harrison,Ulysses S. Grant
expulsion,1,1841-04-09,1841-04-09,John Tyler,John Tyler
extend,14,1805-03-04,2013-01-21,Thomas Jefferson,Barack Obama
extended,16,1817-03-04,1997-01-20,James Monroe,William J. Clinton
extending,5,1817-03-04,1997-01-20,James Monroe,William J. Clinton
extends,2,1845-03-04,1929-03-04,James K. Polk,Herbert Hoover
extension,8,1805-03-04,1901-03-04,Thomas Jefferson,William McKinley
extensive,4,1797-03-04,1857-03-04,John Adams,James Buchanan
extensively,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
extent,17,1805-03-04,1981-01-20,Thomas Jefferson,Ronald Reagan
extenuating,1,1821-03-04,1821-03-04,James Monroe,James Monroe
exterior,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
exterminating,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
extermination,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
external,2,1809-03-04,1897-03-04,James Madison,William McKinley
extinct,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
extinction,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
extinguish,2,1805-03-04,1845-03-04,Thomas Jefferson,James K. Polk
extinguished,4,1825-03-04,1853-03-04,John Quincy Adams,Franklin Pierce
extinguishment,3,1829-03-04,1857-03-04,Andrew Jackson,James Buchanan
extorted,1,1813-03-04,1813-03-04,James Madison,James Madison
extra,2,1897-03-04,1909-03-04,William McKinley,William Howard Taft
extraneous,2,1797-03-04,1845-03-04,John Adams,James K. Polk
extraordinary,9,1817-03-04,1933-03-04,James Monroe,Franklin D. Roosevelt
extravagance,5,1885-03-04,1925-03-04,Grover Cleveland,Calvin Coolidge
extravagant,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
extreme,3,1861-03-04,1997-01-20,Abraham Lincoln,William J. Clinton
extremely,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
extremism,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
extremities,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
extricate,1,1833-03-04,1833-03-04,Andrew Jackson,Andrew Jackson
exultation,2,1825-03-04,1885-03-04,John Quincy Adams,Grover Cleveland
eye,3,1789-04-30,2009-01-20,George Washington,Barack Obama
eyes,12,1833-03-04,2013-01-21,Andrew Jackson,Barack Obama
eye—when,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
fabric,4,1841-03-04,1949-01-20,William Henry Harrison,Harry S. Truman
fabrics,2,1881-09-22,1889-03-04,Chester A. Arthur,Benjamin Harrison
face,23,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
faced,4,1905-03-04,2009-01-20,Theodore Roosevelt,Barack Obama
faces,6,1865-03-04,2005-01-20,Abraham Lincoln,George W. Bush
facile,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
facilitate,2,1829-03-04,1901-03-04,Andrew Jackson,William McKinley
facilitating,1,1817-03-04,1817-03-04,James Monroe,James Monroe
facilities,9,1817-03-04,1921-03-04,James Monroe,Warren G. Harding
facility,5,1813-03-04,1921-03-04,James Madison,Warren G. Harding
facing,5,1881-03-04,2005-01-20,James A. Garfield,George W. Bush
fact,23,1805-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
faction,5,1841-03-04,2013-01-21,William Henry Harrison,Barack Obama
factions,3,1837-03-04,2021-01-20,Martin van Buren,Joseph R. Biden
factor,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
factories,6,1913-03-04,2017-01-20,Woodrow Wilson,Donald J. Trump
factory,6,1889-03-04,1981-01-20,Benjamin Harrison,Ronald Reagan
facts,7,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
faculties,9,1801-03-04,1953-01-20,Thomas Jefferson,Dwight D. Eisenhower
faculty,1,1885-03-04,1885-03-04,Grover Cleveland,Grover Cleveland
fade,1,1877-03-05,1877-03-05,Rutherford B. Hayes,Rutherford B. Hayes
fail,21,1809-03-04,2021-01-20,James Madison,Joseph R. Biden
failed,9,1837-03-04,2021-01-20,Martin van Buren,Joseph R. Biden
failing,3,1909-03-04,2001-01-20,William Howard Taft,George W. Bush
fails,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
failure,15,1837-03-04,2013-01-21,Martin van Buren,Barack Obama
failures,4,1925-03-04,2001-01-20,Calvin Coolidge,George W. Bush
faint,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
fainthearted,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
faintness,1,1945-01-20,1945-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
fair,26,1797-03-04,2013-01-21,John Adams,Barack Obama
fair-dealing,1,1949-01-20,1949-01-20,Harry S. Truman,Harry S. Truman
fair-minded,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
faire,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
fairer,1,1857-03-04,1857-03-04,James Buchanan,James Buchanan
fairest,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
fairly,5,1805-03-04,1993-01-20,Thomas Jefferson,William J. Clinton
fairness,5,1857-03-04,2001-01-20,James Buchanan,George W. Bush
faith,39,1797-03-04,2021-01-20,John Adams,Joseph R. Biden
faithful,25,1789-04-30,2009-01-20,George Washington,Barack Obama
faithfully,13,1837-03-04,2013-01-21,Martin van Buren,Barack Obama
faiths,3,1929-03-04,2005-01-20,Herbert Hoover,George W. Bush
faith—speaks,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
fall,8,1797-03-04,1981-01-20,John Adams,Ronald Reagan
fallacy,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
fallen,8,1809-03-04,2017-01-20,James Madison,Donald J. Trump
fallible,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
falling,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
falls,3,1925-03-04,2013-01-21,Calvin Coolidge,Barack Obama
false,9,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
falsehood,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
falsity,1,1933-03-04,1933-03-04,Franklin D. Roosevelt,Franklin D. Roosevelt
falter,2,1901-03-04,2009-01-20,William McKinley,Barack Obama
fame,2,1829-03-04,2009-01-20,Andrew Jackson,Barack Obama
famed,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
familiar,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
familiarity,1,1893-03-04,1893-03-04,Grover Cleveland,Grover Cleveland
families,12,1933-03-04,2021-01-20,Franklin D. Roosevelt,Joseph R. Biden
family,18,1805-03-04,2001-01-20,Thomas Jefferson,George W. Bush
fanatical,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
fanaticism,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
fans,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
fantastic,2,1933-03-04,1965-01-20,Franklin D. Roosevelt,Lyndon B. Johnson
fantasy,1,2021-01-20,2021-01-20,Joseph R. Biden,Joseph R. Biden
far,40,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
far-distant,1,1837-03-04,1837-03-04,Martin van Buren,Martin van Buren
far-off,2,1853-03-04,2009-01-20,Franklin Pierce,Barack Obama
far-reaching,4,1853-03-04,2009-01-20,Franklin Pierce,Barack Obama
fare,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
farewell,1,1965-01-20,1965-01-20,Lyndon B. Johnson,Lyndon B. Johnson
farm,6,1885-03-04,1953-01-20,Grover Cleveland,Dwight D. Eisenhower
farmer,2,1805-03-04,1965-01-20,Thomas Jefferson,Lyndon B. Johnson
farmers,4,1825-03-04,1933-03-04,John Quincy Adams,Franklin D. Roosevelt
farms,6,1881-03-04,2009-01-20,James A. Garfield,Barack Obama
farther,1,1841-04-09,1841-04-09,John Tyler,John Tyler
farthing,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
fascism,3,1993-01-20,2013-01-21,William J. Clinton,Barack Obama
fashion,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
fashioned,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
fashioning,1,1937-01-20,1937-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
fast,2,1901-03-04,1913-03-04,William McKinley,Woodrow Wilson
fastened,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
fatal,2,1841-03-04,1889-03-04,William Henry Harrison,Benjamin Harrison
fatalistic,2,1937-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
fate,11,1805-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
father,9,1805-03-04,2009-01-20,Thomas Jefferson,Barack Obama
fathers,23,1805-03-04,2013-01-21,Thomas Jefferson,Barack Obama
fault,5,1857-03-04,2001-01-20,James Buchanan,George W. Bush
faults,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
favor,21,1789-04-30,1933-03-04,George Washington,Franklin D. Roosevelt
favorable,9,1801-03-04,1925-03-04,Thomas Jefferson,Calvin Coolidge
favorably,4,1813-03-04,1909-03-04,James Madison,William Howard Taft
favored,9,1805-03-04,1965-01-20,Thomas Jefferson,Lyndon B. Johnson
favorite,1,1841-04-09,1841-04-09,John Tyler,John Tyler
favoritism,2,1889-03-04,1893-03-04,Benjamin Harrison,Grover Cleveland
favors,2,2001-01-20,2009-01-20,George W. Bush,Barack Obama
fear,29,1801-03-04,2021-01-20,Thomas Jefferson,Joseph R. Biden
feared,2,1801-03-04,1997-01-20,Thomas Jefferson,William J. Clinton
fearful,5,1849-03-05,1945-01-20,Zachary Taylor,Franklin D. Roosevelt
fearfully,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
fearing,2,1897-03-04,1905-03-04,William McKinley,Theodore Roosevelt
fearless,8,1825-03-04,1929-03-04,John Quincy Adams,Herbert Hoover
fears,6,1837-03-04,1969-01-20,Martin van Buren,Richard Nixon
fearsome,1,1993-01-20,1993-01-20,William J. Clinton,William J. Clinton
feasibility,1,1869-03-04,1869-03-04,Ulysses S. Grant,Ulysses S. Grant
feasible,2,1909-03-04,1933-03-04,William Howard Taft,Franklin D. Roosevelt
feature,5,1813-03-04,1925-03-04,James Madison,Calvin Coolidge
features,4,1817-03-04,1889-03-04,James Monroe,Benjamin Harrison
february,1,1901-03-04,1901-03-04,William McKinley,William McKinley
fed,2,1889-03-04,1941-01-20,Benjamin Harrison,Franklin D. Roosevelt
federal,21,1801-03-04,1989-01-20,Thomas Jefferson,George Bush
federalists,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
federative,3,1805-03-04,1845-03-04,Thomas Jefferson,James K. Polk
feeble,1,1889-03-04,1889-03-04,Benjamin Harrison,Benjamin Harrison
feed,6,1941-01-20,2009-01-20,Franklin D. Roosevelt,Barack Obama
feeds,1,1841-04-09,1841-04-09,John Tyler,John Tyler
feel,23,1797-03-04,2005-01-20,John Adams,George W. Bush
feeling,12,1817-03-04,1937-01-20,James Monroe,Franklin D. Roosevelt
feelings,11,1789-04-30,1973-01-20,George Washington,Richard Nixon
feet,3,1889-03-04,1981-01-20,Benjamin Harrison,Ronald Reagan
felicitate,1,1817-03-04,1817-03-04,James Monroe,James Monroe
felicitation,1,1897-03-04,1897-03-04,William McKinley,William McKinley
felicities,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
felicity,3,1789-04-30,1821-03-04,George Washington,James Monroe
fell,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
fellow,23,1793-03-04,2021-01-20,George Washington,Joseph R. Biden
fellow-being,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
fellow-citizens,28,1789-04-30,1909-03-04,George Washington,William Howard Taft
fellow-citizens—a,1,1801-03-04,1801-03-04,Thomas Jefferson,Thomas Jefferson
fellow-countrymen,2,1861-03-04,1865-03-04,Abraham Lincoln,Abraham Lincoln
fellow-man,2,1841-03-04,1845-03-04,William Henry Harrison,James K. Polk
fellow-men,2,1817-03-04,1857-03-04,James Monroe,James Buchanan
fellow-servant,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
fellow-servants,1,1825-03-04,1825-03-04,John Quincy Adams,John Quincy Adams
fellowmen,1,1877-03-05,1877-03-05,Rutherford B. Hayes,Rutherford B. Hayes
fellowship,2,1921-03-04,2005-01-20,Warren G. Harding,George W. Bush
felt,15,1797-03-04,2005-01-20,John Adams,George W. Bush
fertile,3,1817-03-04,1957-01-21,James Monroe,Dwight D. Eisenhower
fervent,8,1789-04-30,1901-03-04,George Washington,William McKinley
fervently,6,1837-03-04,1985-01-21,Martin van Buren,Ronald Reagan
fever,2,1921-03-04,1969-01-20,Warren G. Harding,Richard Nixon
feverish,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
few,22,1817-03-04,2021-01-20,James Monroe,Joseph R. Biden
fiat,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
fiber,1,1905-03-04,1905-03-04,Theodore Roosevelt,Theodore Roosevelt
fibre,1,1929-03-04,1929-03-04,Herbert Hoover,Herbert Hoover
fiction,2,1841-03-04,2013-01-21,William Henry Harrison,Barack Obama
fide,1,1909-03-04,1909-03-04,William Howard Taft,William Howard Taft
fidelity,8,1817-03-04,2013-01-21,James Monroe,Barack Obama
field,9,1837-03-04,1933-03-04,Martin van Buren,Franklin D. Roosevelt
fields,4,1833-03-04,1929-03-04,Andrew Jackson,Herbert Hoover
fierce,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
fifteen,1,1861-03-04,1861-03-04,Abraham Lincoln,Abraham Lincoln
fifteenth,2,1869-03-04,1909-03-04,Ulysses S. Grant,William Howard Taft
fifth,1,1789-04-30,1789-04-30,George Washington,George Washington
fiftieth,2,1925-03-04,1937-01-20,Calvin Coolidge,Franklin D. Roosevelt
fifty,6,1837-03-04,1913-03-04,Martin van Buren,Woodrow Wilson
fifty-first,1,1897-03-04,1897-03-04,William McKinley,William McKinley
fight,11,1813-03-04,2021-01-20,James Madison,Joseph R. Biden
fighting,4,1813-03-04,2005-01-20,James Madison,George W. Bush
figure,1,1841-04-09,1841-04-09,John Tyler,John Tyler
figures,1,1881-03-04,1881-03-04,James A. Garfield,James A. Garfield
fill,9,1837-03-04,2017-01-20,Martin van Buren,Donald J. Trump
filled,6,1789-04-30,2009-01-20,George Washington,Barack Obama
fills,3,1985-01-21,2013-01-21,Ronald Reagan,Barack Obama
final,8,1805-03-04,1989-01-20,Thomas Jefferson,George Bush
finally,14,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
finance,4,1841-03-04,1925-03-04,William Henry Harrison,Calvin Coolidge
finances,4,1841-03-04,1897-03-04,William Henry Harrison,William McKinley
financial,9,1841-03-04,1913-03-04,William Henry Harrison,Woodrow Wilson
financing,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
find,38,1801-03-04,2013-01-21,Thomas Jefferson,Barack Obama
finding,2,1925-03-04,1965-01-20,Calvin Coolidge,Lyndon B. Johnson
finds,5,1821-03-04,1989-01-20,James Monroe,George Bush
fine,1,1913-03-04,1913-03-04,Woodrow Wilson,Woodrow Wilson
finer,1,1989-01-20,1989-01-20,George Bush,George Bush
finish,2,1813-03-04,1865-03-04,James Madison,Abraham Lincoln
finished,3,1817-03-04,1965-01-20,James Monroe,Lyndon B. Johnson
finishing,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
fire,10,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
fired,1,1957-01-21,1957-01-21,Dwight D. Eisenhower,Dwight D. Eisenhower
firefighter,1,2009-01-20,2009-01-20,Barack Obama,Barack Obama
fires,3,1889-03-04,2013-01-21,Benjamin Harrison,Barack Obama
fire—if,1,1941-01-20,1941-01-20,Franklin D. Roosevelt,Franklin D. Roosevelt
firing,1,1873-03-04,1873-03-04,Ulysses S. Grant,Ulysses S. Grant
firm,21,1801-03-04,2009-01-20,Thomas Jefferson,Barack Obama
firmament,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
firmer,1,1925-03-04,1925-03-04,Calvin Coolidge,Calvin Coolidge
firmest,4,1809-03-04,1897-03-04,James Madison,William McKinley
firmly,4,1805-03-04,1929-03-04,Thomas Jefferson,Herbert Hoover
firmness,7,1801-03-04,1953-01-20,Thomas Jefferson,Dwight D. Eisenhower
first,41,1789-04-30,2021-01-20,George Washington,Joseph R. Biden
fiscal,4,1881-09-22,1921-03-04,Chester A. Arthur,Warren G. Harding
fiscally,1,1989-01-20,1989-01-20,George Bush,George Bush
fish,1,1821-03-04,1821-03-04,James Monroe,James Monroe
fisheries,2,1817-03-04,1821-03-04,James Monroe,James Monroe
fist,2,1989-01-20,2009-01-20,George Bush,Barack Obama
fit,4,1881-03-04,2005-01-20,James A. Garfield,George W. Bush
fitness,6,1885-03-04,1929-03-04,Grover Cleveland,Herbert Hoover
fitted,2,1921-03-04,1933-03-04,Warren G. Harding,Franklin D. Roosevelt
fitting,5,1865-03-04,1981-01-20,Abraham Lincoln,Ronald Reagan
five,3,1825-03-04,1889-03-04,John Quincy Adams,Benjamin Harrison
fix,2,1861-03-04,1881-03-04,Abraham Lincoln,James A. Garfield
fixed,14,1797-03-04,2009-01-20,John Adams,Barack Obama
fixed-income,1,1981-01-20,1981-01-20,Ronald Reagan,Ronald Reagan
fixing,2,1893-03-04,1909-03-04,Grover Cleveland,William Howard Taft
flag,11,1829-03-04,2017-01-20,Andrew Jackson,Donald J. Trump
flame,3,1821-03-04,1997-01-20,James Monroe,William J. Clinton
flames,3,1957-01-21,2013-01-21,Dwight D. Eisenhower,Barack Obama
flashes,1,1813-03-04,1813-03-04,James Madison,James Madison
flattered,2,1821-03-04,1841-03-04,James Monroe,William Henry Harrison
flatterer,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
flattering,1,1789-04-30,1789-04-30,George Washington,George Washington
flattery,1,1797-03-04,1797-03-04,John Adams,John Adams
flawed,1,2001-01-20,2001-01-20,George W. Bush,George W. Bush
flaws,1,1989-01-20,1989-01-20,George Bush,George Bush
fled,2,1841-03-04,1933-03-04,William Henry Harrison,Franklin D. Roosevelt
fleet,1,1841-03-04,1841-03-04,William Henry Harrison,William Henry Harrison
fleeting,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
fleets,1,1797-03-04,1797-03-04,John Adams,John Adams
flew,1,1969-01-20,1969-01-20,Richard Nixon,Richard Nixon
flexible,1,1997-01-20,1997-01-20,William J. Clinton,William J. Clinton
flimsy,1,1973-01-20,1973-01-20,Richard Nixon,Richard Nixon
float,1,1853-03-04,1853-03-04,Franklin Pierce,Franklin Pierce
floats,2,1869-03-04,1969-01-20,Ulysses S. Grant,Richard Nixon
flocking,1,1845-03-04,1845-03-04,James K. Polk,James K. Polk
florida,1,1821-03-04,1821-03-04,James Monroe,James Monroe
floridas,2,1821-03-04,1825-03-04,James Monroe,John Quincy Adams
flourish,2,1965-01-20,2009-01-20,Lyndon B. Johnson,Barack Obama
flourished,2,1817-03-04,2017-01-20,James Monroe,Donald J. Trump
flourishes,1,1817-03-04,1817-03-04,James Monroe,James Monroe
flourishing,2,1817-03-04,1837-03-04,James Monroe,Martin van Buren
flout,1,1921-03-04,1921-03-04,Warren G. Harding,Warren G. Harding
flow,7,1829-03-04,2009-01-20,Andrew Jackson,Barack Obama
flowing,1,1805-03-04,1805-03-04,Thomas Jefferson,Thomas Jefferson
